shader,cs3,cs4,cs5,GLARE_ENABLED,GLARE_MAP_ENABLED,EMISSION_MAPPING_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_ENANLED,ALPHA_TESTING_ENABLED,FAR_CLIP_BY_DITHER_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_ENANLED,NOTHING_ENABLED,MULTI_UV_GLARE_MAP_ENABLED,SPECULAR_ENABLED,ALPHA_BLENDING_ENABLED,WATER_SURFACE_ENABLED,NO_MAIN_LIGHT_SHADING_ENABLED,NORMAL_MAPPING_ENABLED,RECEIVE_SHADOWS_VITA,SPECULAR_MAPPING_ENABLED,FOR_SHADOW,CUBE_MAPPING_ENABLED,SUBTRACT_BLENDING_ENABLED,SPECULAR_COLOR_ENABLED,RIM_LIGHTING_ENABLED,SKINNING_ENABLED,MULTI_UV_ENANLED,NO_SSAO,BLEND_VERTEX_COLOR_BY_ALPHA_ENABLED,MULTI_UV2_ENANLED,WINDY_GRASS_TEXV_WEIGHT_ENABLED,MULTI_UV_SPECULAR_MAPPING_ENABLED,FAKE_CONSTANT_SPECULAR_ENABLED,RIM_TRANSPARENCY_ENABLED,DUDV_MAPPING_ENABLED,MULTIPLICATIVE_BLENDING_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_EX_ENANLED,NO_ALL_LIGHTING_ENABLED,MULTI_UV2_ADDITIVE_BLENDING_ENANLED,PROJECTION_MAP_ENABLED,TRANSPARENT_DELAY_ENABLED,CASTS_SHADOWS,MULTI_UV_NORMAL_MAPPING_ENABLED,DOUBLE_SIDED,MULTI_UV2_MULTIPLICATIVE_BLENDING_EX_ENANLED,VERTEX_COLOR_ENABLED,SPHERE_MAPPING_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_LM_ENANLED,WINDY_GRASS_ENABLED,HALF_LAMBERT_LIGHTING_ENABLED,FOR_EFFECT,NO_DYNAMIC_LIGHT,FOG_RATIO_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_LM_ENANLED,FOG_ENABLED,MULTI_UV_ADDITIVE_BLENDING_ENANLED,CASTS_SHADOWS_VITA,ADDITIVE_BLENDING_ENABLED,SHADOW_COLOR_SHIFT_ENABLED,RECEIVE_SHADOWS
ed8_map.fx#1D3B1FC8B03232BA4610CA46D3A06326,None,M_M5520.pkg,None,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1D46A5CA4F21BD42EA4650945E240B07,M_T3800.pkg,M_T3800.pkg,None,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1D4A469A9919AC55985CF641741C7122,None,O_S61EAT03G.pkg,O_S61EAT03G.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#1D65A5A5AF91F85859B7A15E658FA9D5,None,O_T60PLT03.pkg,O_T60PLT03.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ed8_map.fx#1D6EDD84AE9FC73F907C14A799CD24B6,O_C22DOR05.pkg,None,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1D76671CBD9B3803DAE6F28C470DCAC4,O_C10OBJ02.pkg,O_C10OBJ02.pkg,O_C10OBJ02.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
ed8_map.fx#1D7AB18E7D40AC222DC1D97FC59232A3,O_C30LIG54.pkg,O_C30LIG54.pkg,O_C30LIG54.pkg,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1D8EFAB12851668B8AA36864CACC9F3E,None,O_C24PLT00.pkg,O_C24PLT00.pkg,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1D96D27C532F881B45C6BD02EC891EFF,M_A0303.pkg,M_A0303.pkg,M_A0304.pkg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_map.fx#1DA1C516240E83924A474C30FEC0FE69,O_C28OBJ04.pkg,O_F30DOR06.pkg,O_C28OBJ04.pkg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1DDCBF13601176585C67F810AEC81C9C,M_T1230.pkg,M_T1230.pkg,M_C0640.pkg,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1DF75B8AE1B89A028C09D9D906858A72,None,None,O_H20HOU00.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1DFDFCD7C7420F7A070B1656EB9EDA67,None,O_C12PLT02.pkg,O_C12PLT02.pkg,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1E01F01574B327B41C80F7555AAC8669,O_T40HOU05.pkg,O_T40HOU01.pkg,O_T40HOU01.pkg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_map.fx#1E093BD15BF5049943FC83121CC882CE,M_A0302.pkg,M_A0302.pkg,C_EQU328.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1E0CD238AE994F19356FE12977039D44,M_A0301.pkg,M_A0301.pkg,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ed8_map.fx#1E151EFB05005C382263C41A7F8213ED,None,M_V3010.pkg,M_V3010.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#1E276940C942941DB9E9218178280518,O_T40HOU05.pkg,O_T40HOU05.pkg,O_T40HOU05.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ed8_map.fx#1E5AA92401CB492CD993BFC259B80CAD,M_A0303.pkg,M_A0303.pkg,M_T1410.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1E66F46CB184B724CDA76FEDF33B7E1B,O_R36EVT03.pkg,O_C08EVT02.pkg,O_C08EVT02.pkg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1E7BACF63042CACD0D9C549DDE8786AB,O_T32OBJ52.pkg,O_T32OBJ52.pkg,None,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1E7E25DA8B85055A4C26D3B3E4CC4413,None,M_M6500.pkg,None,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1E8176495E542003CABBA74871222864,O_S50ETC00.pkg,None,None,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1E8FBF66C3E0785E86A31B4A9F51D54B,None,None,O_D40OBJ52.pkg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1E9249C57BDF7413BBB054F0993ABE7F,None,None,O_D80OBJ01.pkg,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1E9FA5B1FAEE7E290B34A4AA297FE2C6,None,None,O_C38KAG01.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1EBA8690AA68744F182F49D10A675245,None,M_T1230.pkg,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
ed8_map.fx#1ECC2BD19D80BAB728A555C5B759D162,None,M_V5000.pkg,M_V5000.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1EF06C5CCA595D65896DC533967C6C46,None,O_T80LIG00.pkg,O_H20LIG01.pkg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ed8_map.fx#1EFD60B1A9B711B92C2A2B9525B5458B,O_C06HOU00.pkg,O_C06HOU00.pkg,O_C06HOU00.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1F1D57434C3660BF70D968CFCFEC323D,O_F10EVT00.pkg,None,None,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1F237CB9AC7084EF4D4E2A0211244360,M_T0200.pkg,M_T0200.pkg,M_T0400.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1F3AAF6AD98BA31075B18E214949FAA5,None,O_C12KAG04.pkg,O_C12KAG04.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1F3EDB3DAD4BFCA25BF9038E117F1EAB,M_C2820.pkg,M_T0210.pkg,M_C2820.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1F672F9DDC7AB57012AB77C37CC206E3,None,M_M5010.pkg,None,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
ed8_map.fx#1F6BC066A249A8F43B5F34570B721D27,M_A0507.pkg,M_A0509.pkg,M_A0507.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1F71DCCE254D8BC6BE9E83FCCE5120A4,None,None,O_C06DOR04B.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1F7E76BC9DCD45CCBA49C04A5ED10A05,M_M3020.pkg,None,None,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1F81964CEDE89A2E73905C8322442BB4,M_V2000.pkg,M_V2000.pkg,None,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1F8D1F2F2F24ADD2586745ADB9E592BC,O_T20HOU00.pkg,M_F4050.pkg,M_F4050.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1F9153C090860C256A0EB434DD4FFF62,O_C32HOU05.pkg,M_C1240.pkg,M_C1240.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1FB36F242F5287CF239CB3FAD0D919E0,None,M_M9001.pkg,None,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#1FD441952787B176D94296FD19D3960F,O_S50EAT09.pkg,O_S50EAT53.pkg,O_S50EAT11.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#1FDDA088342DE97DEDFF8596C1C9F311,None,None,M_D8050.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
ed8_map.fx#1FE8FBC2408E785896807F32842B6DE2,None,O_E07EVT22.pkg,O_E07EVT22.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
ed8_map.fx#1FEFCC77B3C606DDA0B4BA31C67CC2B6,O_V99DOR05.pkg,M_A0512.pkg,M_D5090.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#1FEFEAC9E5F153EDB0CD378390D97715,M_R0000.pkg,M_R0010.pkg,O_R02PLT00.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#2031468F3ABD62C5A68BBA27404CB660,M_C3600.pkg,O_F30DOR03.pkg,M_C3600.pkg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#2037EF1F56331B06576BA852002E13E3,None,None,O_D80OBJ00.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
ed8_map.fx#20389E7275C7098BF0213F23BF8F079A,None,None,M_C0810.pkg,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ed8_map.fx#203ABFCE84A3F42E50B8935D08044080,O_S50EAT95.pkg,O_S50EAT53.pkg,O_S50EAT53.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#203B139C516F1E59527A7444795C2E92,M_M3400.pkg,O_M20EVT00.pkg,M_D4010.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#2044E9DB308F2779DF496B6433532253,None,None,M_D7090.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#204AFF8B6061C2C60E6C55DFD1F067C7,None,None,O_D80EVT05.pkg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#204FFE33C385B81474101CBDE227B26E,M_F1020.pkg,M_F1020.pkg,M_F1020.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#205AA0FCBDA0954411F2A35FB9E668D2,None,O_F30PLT04.pkg,O_F30PLT04.pkg,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#205FB3824978DB11B359A91214568F81,None,O_T50KMO02.pkg,O_T50KMO02.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ed8_map.fx#2071213B0E0617C257CEB33AA35418AE,O_V43SHP00.pkg,O_V43SHP00.pkg,O_V43SHP00.pkg,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#20A2CCBF51A7C60CC9166F8085EECE37,M_T3800.pkg,M_T3800.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#20C0C0D922E2F1E649AAC749F1739C0F,None,M_T8000.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ed8_map.fx#20D5718A1AC11BC57B22A69706C07D2C,O_T40LIG05.pkg,O_F40LIG55.pkg,O_T40LIG05.pkg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ed8_map.fx#20EB9C800F25FF36CBD9A73E831199E7,None,M_M9000.pkg,M_H1000.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#20F95CD19C5647C9986CECA621F7EF0C,M_C2860.pkg,M_T1230.pkg,M_C2860.pkg,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#2101079A68CA3E56EB147B60ED8B7D1D,None,O_S50EAT04.pkg,O_E10EVT06.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#210538D20961342E07A0B5CD9CCE6377,None,None,O_H20HOU03.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#210B143FAA1F0F0818ABED0A9232434C,M_A0301.pkg,M_A0301.pkg,O_S63PLT04.pkg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#211985783BD24559B966EBCB67E6AC5C,None,None,O_D70HOU01.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ed8_map.fx#212CBEC4F9133C40B776FA52D1DBA8EE,None,None,O_E10EVT03.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ed8_map.fx#21306AE95080DC073FAF2D3E5A2C1B27,O_V99KAG00.pkg,O_S63KAG43.pkg,O_S63KAG43.pkg,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#2131715C0E98016560C99FEAC8E25E70,None,M_F4200.pkg,M_F4200.pkg,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#2156A28F4D5F6507AC863396FBE299EA,M_T2000.pkg,M_T2000.pkg,None,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#215D11A61A1BD537B8D2B597147FC4BC,O_V81TNK00.pkg,O_V81TNK04.pkg,O_V81TNK04.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#217FBC8D39AEE49979D249587A214B89,O_C28EVT02.pkg,None,O_C28EVT02.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#218E79283356AF131413C5ACD4E79765,None,M_V8000.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#21B2CF04D32FAD379FCBB12F00C8F34A,M_C3410.pkg,M_C0830.pkg,M_T1420.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
