shader,cs3,cs4,cs5,SPECULAR_COLOR_ENABLED,MULTI_UV2_SPECULAR_MAPPING_ENABLED,USE_OUTLINE_COLOR,TRANSPARENT_DELAY_ENABLED,FORCE_CHAR_LIGHT_DIRECTION_ENABLED,RECEIVE_SHADOWS,SPECULAR_MAPPING_ENABLED,MULTIPLICATIVE_BLENDING_ENABLED,NORMAL_MAPP_DXT5_NM_ENABLED,MULTI_UV_ENANLED,RIM_LIGHTING_ENABLED,ALPHA_BLENDING_ENABLED,MULTI_UV_FACE_ENANLED,ALPHA_TESTING_ENABLED,DUDV_MAPPING_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_ENANLED,GLARE_ENABLED,SHADOW_COLOR_SHIFT_ENABLED,ADDITIVE_BLENDING_ENABLED,DOUBLE_SIDED,SUBTRACT_BLENDING_ENABLED,NORMAL_MAPPING_ENABLED,SKINNING_ENABLED,USE_OUTLINE,MULTI_UV_MULTIPLICATIVE_BLENDING_EX_ENANLED,NO_MAIN_LIGHT_SHADING_ENABLED,CUBE_MAPPING_ENABLED,GLARE_MAP_ENABLED,MULTI_UV_ADDITIVE_BLENDING_ENANLED,MULTI_UV_MULTIPLICATIVE_BLENDING_ENANLED,SPHERE_MAPPING_HAIRCUTICLE_ENABLED,SPECULAR_ENABLED,MULTI_UV2_ENANLED,NO_ALL_LIGHTING_ENABLED,MULTI_UV_SPECULAR_MAPPING_ENABLED,FOR_SHADOW,FOG_ENABLED,CARTOON_SHADING_ENABLED,VERTEX_COLOR_ENABLED,MULTI_UV_GLARE_MAP_ENABLED,PER_MATERIAL_MAIN_LIGHT_CLAMP_ENABLED,MULTI_UV_NORMAL_MAPPING_ENABLED,MULTI_UV_NO_DIFFUSE_MAPPING_ENANLED,MULTI_UV2_ADDITIVE_BLENDING_ENANLED,EMISSION_MAPPING_ENABLED,CASTS_SHADOWS,RIM_TRANSPARENCY_ENABLED,SPHERE_MAPPING_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_EX_ENANLED,PORTRAIT_GLASS_FIX,FOR_EFFECT
ed8_chr.fx#3608DC73BF68B8F96F5B51CA4DDC0717,None,None,E_EFOO005.pkg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_chr.fx#361BA9E057DAA0E1ED103BA1B131B507,C_MON069.pkg,C_MON069.pkg,C_MON069.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#362DA97CFC9D6EA4D8D5A2EE9E7E4D73,None,C_MON028.pkg,C_MON028.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#36344E53DE91F54B0CEBD6EA4C47A38A,C_CHR011_C05.pkg,C_CHR019.pkg,C_CHR003.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3641313F2FE885F067DFFBAD3A688B84,C_MON350.pkg,C_MON350.pkg,C_MON350.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3678C9B945F286AE725A249384335EB6,None,None,C_EQU1108.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3686E6DC391814656E84D0D3F2287E6F,C_ROB020.pkg,C_ROB020.pkg,C_ROB020.pkg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
ed8_chr.fx#36A39D5F917DB7FCD9BB7308295883F5,M_V4200.pkg,M_V4200.pkg,C_ROB015_C90.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#36D520886D0E5E95985706199B19DE72,C_CHR957_C02.pkg,C_CHR957_C02.pkg,C_CHR957_C02.pkg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3720F98AE0EA17789133FF2A870B7954,C_CHR331.pkg,C_CHR331.pkg,C_CHR331.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3730E9E816F5CE04B0FDAF74FE7ADC7B,None,None,C_MON150_MG16.pkg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#373794B04C2D471FE5392450A5DC05AB,C_CHR011_C05.pkg,C_CHR019.pkg,C_CHR003.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#373AB07118DEEB5C814059F959393ACB,None,C_ROB021_C10.pkg,None,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#37427ECB54AA7D1C8A29E75224B3FA2C,C_MON994_C00.pkg,C_MON994_C00.pkg,C_MON994_C00.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#37464B73E9BC168432B5B2B3DC2BA1BA,None,C_CHR000_C14.pkg,None,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#375158F10EB97D1D43BE1DB9ABD612F5,E_EF0O082.pkg,E_EF0O082.pkg,E_EF0O082.pkg,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ed8_chr.fx#37675B511AD3EB36CCE49F355ABEE276,None,C_EQU536.pkg,C_EQU536_C00.pkg,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#377CBCF3BF92625773D26F016FA0107A,None,C_CHR414.pkg,C_CHR414.pkg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#37802445191DE7F9344281C0300AEF75,None,None,C_MON175.pkg,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#379488887FCD3BAFFFB1632FB934106A,None,C_EQU910.pkg,C_EQU910.pkg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#37988C962B5FF8EEE6C5D33633CD4EEC,None,None,C_ROB007.pkg,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
ed8_chr.fx#37D4D2F7FA691DB9AFA0B9365437BEA4,C_ROB003.pkg,None,None,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#37F288004C46D08B3228A1D31F682C93,None,E_EF1O049.pkg,E_EFFO002.pkg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
ed8_chr.fx#37FE6BDA74B3D52790AA868047C3BE03,C_CHR382.pkg,C_CHR103.pkg,C_CHR103.pkg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#38086AB600F6C45F5A377B605A8300DA,None,None,C_MON300_MG16.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#380A4B4E0666EC600D426982355257B5,None,None,C_MON300_MG16.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#38114CE2B4580687C1C3E9FCB250CE6E,C_MON083.pkg,C_MON083.pkg,C_MON083.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#382114FF0DFCF068BD9DADD602C44632,C_ROB022.pkg,C_ROB022.pkg,C_ROB022.pkg,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
ed8_chr.fx#38230E080CE236F5AB1F91D417EB150B,C_CHR058_C00.pkg,C_CHR058_C00.pkg,None,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3858BE42910FD40B228FA5AB5F33AF6D,C_MON994_C00.pkg,C_MON994_C00.pkg,C_MON994_C00.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#38A3750E0DD18739680336068A5FE60B,None,C_MON355.pkg,C_MON355.pkg,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ed8_chr.fx#38C57148319E0030298BAB3EC95F57ED,None,C_CHR000_C66.pkg,C_CHR013_C60.pkg,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#38E469EA8660D806F2C255886D197BE9,I_3D_CURSOR.pkg,I_3D_CURSOR.pkg,I_3D_CURSOR.pkg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#38EEBA65736333849EB92B3944CD67AB,None,None,C_MON190.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#38F044118DE22879D924209B3D50E28E,C_EQU223.pkg,C_EQU223.pkg,C_EQU223.pkg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#390959E0EEDA187BBC789386665F687B,None,C_EQU350_C01.pkg,C_EQU350_C01.pkg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3921902ABE413BEBAEE8DCE6AA0A09EE,C_CHR956.pkg,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#392F5E81E7877B1A8E5A5E92E98FA0F7,C_EQU461.pkg,C_EQU461.pkg,C_EQU461.pkg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#39499C323ABEFDAF3ABB4098A3A7C598,C_MON400.pkg,C_MON400.pkg,C_MON400.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#394ECF376F8948379CD9A71D20AEF0AA,None,C_MON151.pkg,C_MON151.pkg,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
ed8_chr.fx#39551F1C5BE57F240E9809927185F5E7,C_ROB012.pkg,C_ROB012.pkg,C_ROB012.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
ed8_chr.fx#3977133B985EFFDE392EA00D3020015A,C_MON451_C00.pkg,C_MON451_C00.pkg,C_MON451_C00.pkg,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
ed8_chr.fx#397C0CB4CEAC89E473E09A96DE88D26A,E_EF0O043.pkg,E_EF0O043.pkg,E_EF0O043.pkg,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ed8_chr.fx#39AD1C6456E611ED0278C5D645A42172,None,C_EQU910.pkg,C_EQU910.pkg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#39C37F812BBC48B741AF307FAE01FBB3,C_MON026.pkg,None,None,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#39D849FF6695990416BFDB43ED96301A,None,C_CHR962.pkg,C_CHR962.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#39DAE781CB1447FD1EF6D8B5D725A452,None,C_MON291.pkg,C_MON291.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#39E55B33DD912EA68EF78984F2B91B5E,C_CHR015_C52.pkg,C_CHR015_C52.pkg,C_CHR015_C52.pkg,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#39FBFD3516EA28D9F33F4AC7BB102228,C_EQU321.pkg,C_EQU321.pkg,C_EQU321.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#3A0932CDC52B44E442315A85DF438EF8,None,None,C_MON055_MG16.pkg,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#3A14D1CA675A27D58FC1B3CCC79C0A11,C_MON069.pkg,C_MON069.pkg,C_MON069.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#3A17028DA211E3827B76A58171A78D4C,None,None,C_MON055_MG16.pkg,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#3A1F68846A6FDF38C9B827F024303238,C_CHR058.pkg,C_CHR617.pkg,C_CHR058.pkg,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#3A4246E2160A64BA15F6337472FBF000,C_EQU223.pkg,C_EQU223.pkg,C_EQU223.pkg,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3A6DF810A4286184324F2971D0385748,C_CHR388.pkg,C_CHR221.pkg,C_CHR420.pkg,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3A89BB9B43ECA5FEDEDA84C27CB530EC,C_CHR004.pkg,C_CHR004.pkg,C_CHR004.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3AB4440D699F7693B2685C77B9534C1F,C_ROB010_C97.pkg,C_ROB010.pkg,C_ROB010.pkg,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
ed8_chr.fx#3ABFA54E00F204BD331F6E2BDFD66A65,C_CHR011_C03.pkg,C_CHR011_C03.pkg,C_CHR112.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3AE21015DEC73F37127A4C3120A15F5A,None,C_ROB022_C10.pkg,None,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#3AEB2A07B0223F1F1E0C97B6AAC84E04,None,None,C_CHR105_C85.pkg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3AEBDC5D9481AE3F74011061121E2E5A,None,None,C_MON300_MG16.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3AEE84C0C6DD3B8F75AA0706AFE7463D,C_CHR653.pkg,C_CHR653.pkg,C_CHR653.pkg,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3AF1D74663F3312E0B5CAB1E0EB4E196,C_MON355.pkg,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3B0BA10219DF2FE8A05433F7CC57A94C,None,C_MON035_C01.pkg,C_MON035_C01.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3B11B9F63F5F2420C83B7406B3FD3DB8,None,C_MON142_C02.pkg,C_MON142_C02.pkg,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#3B4B56E2AD78D710F65B1D5742F299E5,None,C_EQU910.pkg,C_EQU910.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#3B6F81AF00FD0B137FABC7417F5482ED,C_CHR056_C00.pkg,C_CHR056_C00.pkg,C_CHR072_C00.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3B8231BFAD56CC6446AB3399A9592C55,C_CHR008.pkg,C_CHR008.pkg,C_CHR008_C70.pkg,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3BC13BA511EECB8574497A28A66DD327,C_CHR005.pkg,C_CHR005_C10.pkg,C_CHR005.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3BD48059D956CA0DA330DBE4AF52751D,E_EF0O053.pkg,E_EF0O053.pkg,E_EF0O053.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ed8_chr.fx#3BE5E30ED92AF25F69F0B3019604E92A,None,C_CHR960.pkg,C_CHR960.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3BEAC24F5A6467C0FB429709319D3B74,None,None,C_MON068_MG16.pkg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#3C00514046B4D8D2A7096E4AD9B4E839,None,C_MON291.pkg,C_MON291.pkg,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ed8_chr.fx#3C48792D150982DA511BB7CC84081F8E,O_T00KMO06.pkg,C_CHR008.pkg,C_CHR008_C70.pkg,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#3C895D459687444F96D1A35FDF36C0FD,C_MON300.pkg,C_CHR957_C02.pkg,C_CHR957_C02.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#3C97BD4BE26C8C9CB905747B72A2C08F,None,C_MON041_C00.pkg,C_MON041_C00.pkg,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
ed8_chr.fx#3CBCBD1483AAD3F20482944EE437D070,C_CHR345.pkg,C_CHR345.pkg,None,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3CC476BD94AFFD3FB752A04E3075760B,None,C_MON071_C00.pkg,C_MON071_C00.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#3CE3597186CE52D6E2F2A590DC372CBE,None,None,C_ROB015_C90.pkg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
